,degree,betweenness,eigenvector
Scalise,98,6.746280276110424e-05,0.010490957483154808
Walorski,23,0.0,0.001091993536204478
Diane Black,38,7.267997874545906e-06,0.0027590024182467233
Jaime Herrera Beutler,23,0.0,0.001091993536204478
Vicky Hartzler,23,0.0,0.001091993536204478
R-Mo.,25,0.0,0.0010958355355073157
Elise Stefanik,23,0.0,0.001091993536204478
Barbara Comstock,57,4.9235324580737584e-05,0.006643802683260868
Susan Brooks,64,3.008881926918486e-05,0.004306624565520293
Ann Wagner,23,0.0,0.001091993536204478
Hartzler,23,0.0,0.001091993536204478
Ilyse Hogue,23,0.0,0.001091993536204478
Todd Akin,34,1.6266029402267696e-05,0.004002810030364403
Richard Mourdock,40,2.575031160785572e-05,0.004197361162052151
Ford O'Connell,56,1.4344936550266849e-05,0.010295513161101277
Doug Heye,163,1.4000262280061229e-05,0.02012304358770759
Tharon Johnson,25,2.700996283026016e-07,0.006437940964485352
Dasha Burns,32,2.514617122805742e-06,0.0064406575037702606
Oliver Global,4,0.0,0.0015422416208459877
Don Quixote,135,1.0904304156185602e-05,0.0164098519831504
superPAC,16,0.0,0.003397358395507185
Dave Passalacqua,16,0.0,0.003397358395507185
Jim Goggin,16,0.0,0.003397358395507185
Goggin,18,0.0,0.003409308507333787
Pasalaqua quoting,16,0.0,0.003397358395507185
David Ige,20,6.730671351036651e-05,0.001222384226858185
Abbe Gluck,12,0.0,0.001097974805663832
Gluck,12,0.0,0.001097974805663832
Jackie Chiles,12,0.0,0.001097974805663832
Simon Maloy,12,0.0,0.001097974805663832
Burwell,76,8.007289755960904e-05,0.004786330024929907
Joseph F. Dunford Jr.,10,0.0,0.0005578881923908828
Dmitry Medvedev,64,4.3794408661818755e-05,0.0025225848298096685
Sergei Lavrov,58,2.081664532962345e-05,0.002180081238861601
Jessica Leeds,48,8.216204362018792e-06,0.006074425984191142
Anthony Corrado,14,1.8660457000162575e-07,0.0038571425198062753
Cecile Richards,186,0.0002953744666161398,0.021439540866991277
David Daledian's,14,0.0,0.00042126605216060835
Lila Rose,14,0.0,0.00042126605216060835
Cecile Richards',14,0.0,0.00042126605216060835
Richards,28,5.196977056731526e-06,0.0008741966305295311
Parenthood,50,0.0001255905504583023,0.0030624427852310133
Jeanne Mancini,14,0.0,0.00042126605216060835
Daledian,14,0.0,0.00042126605216060835
Casey Mattox,14,0.0,0.00042126605216060835
David Daledian,14,0.0,0.00042126605216060835
Andrew Sullivan,73,7.856511765119088e-05,0.009254837044615657
Laura Ingraham,265,0.0002556988401717967,0.02564465789985044
Barbara Lawton,34,4.10487453077168e-06,0.0038534502796891347
Dale Dulberger,10,0.0,0.0028940965652813565
Dulberger,10,0.0,0.0028940965652813565
Ronald Reagan's,145,0.00013651856302065483,0.015103334196731877
Dylan Matthews,71,0.00013708229175036642,0.009374716471019657
Tim Scott,236,0.0005108165958192512,0.021423595622817954
Robert McDonald,47,0.0001830691412146311,0.0027232833700467545
D-Mont,15,0.0,0.0009482926313665669
Jeff Miller,72,0.00012522277015811036,0.008765484481889832
R-Fla.,47,4.0183701543505835e-05,0.0031683103776842933
Johnny Isakson,73,2.892961438913844e-05,0.006315756890429527
R-Ga,148,0.000129905355739145,0.013515129142540112
Richard Blumenthal,39,2.4287401662367804e-06,0.0034548270263073085
Louis Celli,15,0.0,0.0009482926313665669
Tim Huelskamp,157,0.00021048381829058693,0.014057937626561509
Huelskamp,62,4.730116654050635e-05,0.0061629942371016055
Tom Rath,59,6.473419047680362e-06,0.00743890636485101
Rath,61,5.2648065200788155e-06,0.00968764867296009
Bruce Haynes,19,0.0,0.004270692072909517
Brock,241,4.996494277260304e-05,0.024396627411793638
Attacking Clinton's,19,0.0,0.004270692072909517
Benjamin Franklin,4,0.0,4.625205365001326e-06
Jay Leno,22,0.0006844503776125266,0.0013006218451452455
Franklin,4,0.0,4.625205365001325e-06
Steve Eliason,4,0.0,4.625205365001325e-06
Jonathan Johnson,4,0.0,4.625205365001325e-06
Kim Jong-un,28,5.077466714575258e-06,0.004426166676000928
Big Don,8,0.0,0.002174493516810655
Edward J. Rollins,14,2.778925694121432e-07,0.003907312436650152
Anthony Gioia,19,0.0,0.004617005756183963
Wayne Berman,19,0.0,0.004617005756183963
Paul Singer,139,4.067134902768476e-05,0.017093909181392707
Mia Love,238,4.870952943616147e-05,0.02618359488134168
Frank VanderSloot,44,0.00022344176157794288,0.005871060527536713
Jimmy Kimmel Live,10,0.0,0.0024222696815583643
Kimmel,14,8.792825130030329e-07,0.00250881032932992
Jen Palmieri,34,1.8989670282426948e-06,0.006319363058951183
Simon Rosenberg,21,7.063057097259629e-06,0.00404482289099338
James Hutton,3,0.0,0.0004735742167860224
Bob McDonald,14,6.6759357619403585e-06,0.0009328641985555633
Sonny Purdue,2,0.0,2.8124306955294106e-05
Linda McMahon,2,0.0,2.8124306955294106e-05
Laurence Tribe,42,1.3700978368059997e-06,0.006628464254275007
Tribe,33,0.0,0.005434813843173611
the Ayatollah Khomeini,33,0.0,0.005434813843173611
Jacob Lew,33,0.0,0.005434813843173611
America,33,0.0,0.005434813843173611
Allen Weiner,33,0.0,0.005434813843173611
Steven Vladeck,33,0.0,0.005434813843173611
Craig Allen,33,0.0,0.005434813843173611
McDermott,15,0.0,0.0016196733224094905
Thornberry,13,0.0,0.001613994805132689
Saddam,93,0.0009468072466100861,0.00902879610959606
Hussein,102,0.00019040447411712328,0.010369847454711405
Jim McDermott,13,0.0,0.001613994805132689
Denny Hastert,36,3.049379723139014e-05,0.0051608790354014935
Sens.,161,8.752328327034064e-05,0.017136505472610118
Brad Sherman,35,4.6851304803829214e-06,0.003255608117451745
C. Mitchell Brooks,22,0.0,0.002287586490430584
David Lane,22,0.0,0.002287586490430584
Donald Wild­mon,22,0.0,0.002287586490430584
Jason,22,0.0,0.002287586490430584
David Benham,22,0.0,0.002287586490430584
Bobby,22,0.0,0.002287586490430584
Frankenstein,24,1.270636353071414e-06,0.003998998744195973
Faustus,13,0.0,0.0021956953464487097
George Wallace,230,0.0008016747214404298,0.016207875753221503
David Boaz,40,5.1337902154287974e-05,0.005414829571708606
Ben Domenech,131,3.347125988335039e-05,0.014369645476937915
Mona Charen,13,0.0,0.0021956953464487097
Charen,13,0.0,0.0021956953464487097
Mark Helprin,13,0.0,0.0021956953464487097
Joe Henry,40,0.0,0.003828380221522201
Luis Gutiérrez,40,0.0,0.003828380221522201
Latino Decisions,42,0.0,0.0038418472066056924
Rocío Sáenz,40,0.0,0.0038283802215222
Vivian Rodriguez,62,2.3886294197007706e-05,0.005825747602413262
Maria Rodriguez,40,0.0,0.0038283802215222
Luis-Carlos Fumero,40,0.0,0.0038283802215222
Tomás Regalado,40,0.0,0.0038283802215222
Karina Ruiz de Diaz,40,0.0,0.0038283802215222
Kate Gallego,40,0.0,0.0038283802215222
Gallego,40,0.0,0.0038283802215222
Jan Brewer,47,1.1269799273065508e-05,0.004178332957219371
Bill 1070,40,0.0,0.0038283802215222
Ian Danley,40,0.0,0.0038283802215222
Raquel Terán,40,0.0,0.0038283802215222
Brewer,40,0.0,0.0038283802215222
Petra Falcon,40,0.0,0.0038283802215222
José Barboza,40,0.0,0.0038283802215222
Francis Sullivan,40,0.0,0.0038283802215222
Promise Arizona,40,0.0,0.0038283802215222
Avilez,40,0.0,0.0038283802215222
Jocelyn Sida,40,0.0,0.0038283802215222
Rodulfo Martinez,40,0.0,0.0038283802215222
Vicky Legaspi,40,0.0,0.0038283802215222
Ana Hernandez,40,0.0,0.0038283802215222
Laura Martin,40,0.0,0.0038283802215222
Mona Chalabi,40,0.0,0.0038283802215222
George Ciccariello-Maher,12,0.0,0.0007380505141183245
German Lopez,17,3.4122217287827327e-06,0.0010701570199661448
Rolling Stone,12,0.0,0.0007380505141183245
Jesse Myerson,12,0.0,0.0007380505141183245
Darlena Cunha,12,0.0,0.0007380505141183245
Lopez,53,8.076268159361737e-05,0.0051392603828512365
Omar Wasow,12,0.0,0.0007380505141183245
Wasow,12,0.0,0.0007380505141183245
Mali,86,0.0008866878923965562,0.004909520320684692
Tamba Couye,22,0.0,0.0004609600609290839
Couye,22,0.0,0.0004609600609290839
Erin Burnett OutFront,29,0.00028095081682245676,0.00046335856843671613
Olivier Salgado,38,6.951181079237429e-05,0.0010641514043250161
Marie Madeleine Togo,22,0.0,0.0004609600609290839
Al Mourabitoun,22,0.0,0.0004609600609290839
Al Akhbar,24,0.0,0.0004625816971421559
Mokhtar Belmokhtar,38,6.951181079237429e-05,0.0010641514043250161
Jean-,36,2.3911855834763296e-05,0.0008501981021940391
Salif Traore,22,0.0,0.0004609600609290839
Katarina Hoije,22,0.0,0.0004609600609290839
J. Peter Pham,22,0.0,0.0004609600609290839
Anthony Falvo,22,0.0,0.0004609600609290839
Michael Skapoullis,22,0.0,0.0004609600609290839
Skapoullis,22,0.0,0.0004609600609290839
Anita Datar,43,7.83519733873104e-05,0.0012979669300445292
Sanjeev Datar,22,0.0,0.0004609600609290839
Geoffrey Dieudonne,22,0.0,0.0004609600609290839
Algerians,22,0.0,0.0004609600609290839
Vikas Swarup,33,0.0008882158983785674,0.0004622391841499961
Ibrahim el-Bakraoui,38,1.8564016104248512e-06,0.00048203531677186597
Van Leeuw’s,19,0.0,0.0002894326839180218
Khalid el-Bakraoui,36,1.8564016104248512e-06,0.00048034481075478645
Recep Tayyip Erdogan,103,0.0004146282068135626,0.0032462491914904156
James McAuley,49,3.215110480853104e-05,0.0011608744351103673
Anthony Faiola,41,2.5172478529563596e-05,0.0010912989361586056
Brian Murphy,270,0.0013990956773475374,0.007325693574190662
Max Boot,72,7.614208598686775e-06,0.007539717025315867
Larry Seidman,8,0.0,0.002331704602298253
Law,135,0.0010327682191119954,0.011733267585919815
Ali 1966,17,0.0,0.0038702204219380073
Wright,37,1.0670661612288235e-05,0.0054692486937273485
Mike Lee,280,0.000522677510772546,0.028571740129502518
Stanley Hubbard,40,3.6119510008212374e-06,0.006401095574737318
Ford,64,1.806528722052004e-05,0.006697144391743983
Frank Moore,19,0.0,0.001737506493875149
Hamilton Jordan,19,0.0,0.001737506493875149
Presidents Nixon,19,0.0,0.001737506493875149
Howard Baker,19,0.0,0.001737506493875149
Baker,221,0.00128843960628167,0.02057588623879288
R-S.C.,146,0.00010909230284910397,0.017315254477815675
Alliance Boots,5,0.0,5.5148645770711595e-08
Philip Caruso,3,0.0,5.495552184915523e-08
Caruso,3,0.0,5.495552184915523e-08
Walgreens,13,0.0005133831952567436,1.549715379628617e-05
Steven Rhodes,2,0.0,2.2021862166766983e-05
Rhodes,32,9.554396173844789e-05,0.002708710113945429
Deborah Turness,1,0.0,1.3164278594433753e-32
Jeff Zucker,1,0.0,1.3164278594433753e-32
Matt Myers,7,0.0,2.891435510604171e-05
Tom Frieden,7,0.0,2.891435510604171e-05
Cynthia Cabrera,7,0.0,2.891435510604171e-05
Michael Siegel,7,0.0,2.891435510604171e-05
Siegel,85,0.0012799535579623188,0.008045002070033988
Lorillard,7,0.0,2.891435510604171e-05
Altria,7,0.0,2.891435510604171e-05
Mitch Zeller,7,0.0,2.891435510604171e-05
Brady Bill,27,3.6782072674984183e-06,0.0032399563260088944
Bob de la Rosa,6,0.0,0.0011374992152456275
de la Rosa,6,0.0,0.0011374992152456275
Raul Grijalva,6,0.0,0.0011374992152456275
Acela,38,1.197988680294313e-05,0.0057189939008548294
David Sawyer,18,0.0,0.004354934250382062
Sawyer,31,0.00010481365175577683,0.004614318475407785
Butch,16,0.0,0.0008488846859339262
Frantz Fanon’s,14,0.0,0.000845908327391157
Matthew 25,16,0.0,0.0008488846859339262
Chester Spencer,14,0.0,0.000845908327391157
Luke,19,1.2378879523095902e-05,0.001037847239470114
Jim Wallis,23,2.7570058673365413e-05,0.0009643768952658991
Ken Starr,37,1.545079359953537e-06,0.005938816754482895
Patriotic Mad Libs,15,0.0,0.003665245188336846
John Hay Initiative,15,0.0,0.003665245188336846
Beth Wilkinson,8,0.0,0.001403681749324366
Patrick F. Kennedy,8,0.0,0.001403681749324366
Tom Perriello,2,0.0,0.0003627530720596691
Dick Durbin,107,0.00015130933337477936,0.012320899144996395
Guy,7,0.0,0.0014940565050962171
Mike Flynn,13,0.0,0.0037625059436144337
ding Trump,13,0.0,0.0037625059436144337
Anaya Maze,4,0.0,2.8857427574189645e-05
Baltimore,22,7.240233157976378e-05,0.0010219519699665523
Pierre Thomas,4,0.0,2.8857427574189645e-05
Alex,33,2.466357909601025e-05,0.0005486855763283756
N=1,1,0.0,1.3164278594433753e-32
Yair Ghitza,1,0.0,1.3164278594433753e-32
Corey Flintoff,12,4.1287075338004944e-07,0.0004781187837068306
Lavrov,52,5.612637687155836e-05,0.0030646712487765572
Corey,35,2.3229669450181837e-05,0.003161533505466468
Nneka Campbell,11,0.0,4.979747338189963e-05
St. Mary's,13,0.0,4.9972786367760285e-05
Michael Black,11,0.0,4.979747338189963e-05
Tenet Healthcare,11,0.0,4.979747338189963e-05
Jeffrey Jacobs,11,0.0,4.979747338189963e-05
Davi Ricardo Brandao,11,0.0,4.979747338189963e-05
truncus arteriosus,11,0.0,4.979747338189963e-05
Pautilia Gomes,11,0.0,4.979747338189963e-05
Shelly Weiss,11,0.0,4.979747338189963e-05
Davi,11,0.0,4.979747338189963e-05
Jacobs,52,0.0006778596539895798,0.004941347416006801
Party Chair,23,0.0,0.004614915151326131
Chairwoman Debbie Wasserman Schultz,23,0.0,0.004614915151326131
Wasserman Schultz's,54,1.3959550457235254e-05,0.006935350960704818
Ron DeSantis,41,2.660509695746266e-05,0.003171891748322654
DeSantis,12,0.0,0.0015490819331723648
Pope,87,0.00019018710717133761,0.00560839223154745
Latino Catholics,24,0.0,0.0009495953730435638
Omar Navarro,24,0.0,0.0009495953730435638
Navarro,40,4.256759839072288e-05,0.0037625438666624277
Josefa Lopez,24,0.0,0.0009495953730435638
Argentinean,24,0.0,0.0009495953730435638
Joy,24,0.0,0.0009495953730435638
Terri Desensi,24,0.0,0.0009495953730435638
Pat Malouf,24,0.0,0.0009495953730435638
Malouf,24,0.0,0.0009495953730435638
Kammas Murphy,24,0.0,0.0009495953730435638
Saints Peter,24,0.0,0.0009495953730435638
Katharine,24,0.0,0.0009495953730435638
Susan Suzi,24,0.0,0.0009495953730435638
Ann Marie Zullo,26,0.0,0.0009529358843897522
Bowes,24,0.0,0.0009495953730435638
Mark Wahlberg,24,0.0,0.0009495953730435638
Aretha Franklin,43,7.262629643666447e-05,0.0032798248083689163
Andrea Bocelli,24,0.0,0.0009495953730435638
James Bretzky,24,0.0,0.0009495953730435638
Bretzky,24,0.0,0.0009495953730435638
Anna Reid,27,0.0,0.005318415958171512
Justin Schoville,27,0.0,0.005318415958171512
Schoville,27,0.0,0.005318415958171512
Pickett,27,0.0,0.005318415958171512
Gettysburg,27,0.0,0.005318415958171512
Bern,27,0.0,0.005318415958171512
Suitte,27,0.0,0.005318415958171512
Robin Williams-Beers,27,0.0,0.005318415958171512
Vote Kasich,27,0.0,0.005318415958171512
Ronald Rapoport,27,0.0,0.005318415958171512
Sharon Wildberger,27,0.0,0.005318415958171512
K.L. Williams,27,0.0,0.0007324480577624167
Timothy Russell,27,0.0,0.0007324480577624167
Malissa Williams,27,0.0,0.0007324480577624167
John O'Donnell,27,0.0,0.0007324480577624167
Henry Davis,27,0.0,0.0007324480577624167
Jon Burge,27,0.0,0.0007324480577624167
Darrell Cannon,27,0.0,0.0007324480577624167
Burge,27,0.0,0.0007324480577624167
Howard Safir,27,0.0,0.0007324480577624167
Safir,38,9.24191342638061e-05,0.0008843633165861389
Walter Scott,154,0.0013174889353017854,0.00675312013092141
Michael Slager,87,0.0003088801735659158,0.0019227532335914948
Slager,80,0.0002442264311665883,0.0015898547681771724
John Mutz,27,0.0,0.0007324480577624167
Cheryl Dorsey,27,0.0,0.0007324480577624167
Alex Salazar,27,0.0,0.0007324480577624167
Vernon Wells,27,0.0,0.0007324480577624167
Noel Leader,27,0.0,0.0007324480577624167
Julian Harper,27,0.0,0.0007324480577624167
Sam Costales,27,0.0,0.0007324480577624167
Matthew Fogg,27,0.0,0.0007324480577624167
Kenneth Poole,4,0.0,0.00016259981455239898
Howard Rosenthal,43,1.654256227598637e-05,0.0035977851035146617
marijuana,37,2.567440821788693e-05,0.006387745044486376
Langston Hughes,5,0.0,0.0003358585404356304
Strom Thurmond,164,0.00011320034544367822,0.014745670197025761
Keith Quackenbush,22,0.0,0.0039979605672941535
Bill Hart,22,0.0,0.0039979605672941535
Quackenbush,22,0.0,0.0039979605672941535
Jack Edwards,22,0.0,0.0039979605672941535
Robert J. Bentley,22,0.0,0.0039979605672941535
Lynyrd Skynyrd,22,0.0,0.0039979605672941535
Cheryl Burns,22,0.0,0.0039979605672941535
Burns,22,0.0,0.0039979605672941535
Laura Teague,22,0.0,0.0039979605672941535
de Bretton-Gordon,7,0.0,0.0001327753548436217
Muthanna,5,0.0,0.00013230970273434548
Bashar al-Assad's,43,0.00012448620248797584,0.0009622823292526246
Bill Walker,11,5.6551737842354195e-06,0.0010991421765932665
Mark Eiglarsh,20,0.0,0.0009874684647147734
Hmm,36,3.331133479176926e-05,0.004120364643572417
Pat Robertson,20,0.0,0.0009874684647147734
Dana Perino,215,0.00013562687266729085,0.022494689463172138
Perino,23,2.5943080244965953e-06,0.0013937497241463532
Christopher Booker,20,0.0,0.0009874684647147734
Paul Homewood,20,0.0,0.0009874684647147734
Kevin Cowtan,20,0.0,0.0009874684647147734
Homewood,22,0.0,0.0009909427346582098
Zeke Hausfather,20,0.0,0.0009874684647147734
Berkley Earth,20,0.0,0.0009874684647147734
Hausfather,22,0.0,0.0009909427346582098
Ars Technica,20,0.0,0.0009874684647147734
John Timmer,20,0.0,0.0009874684647147734
Mark Salmon,17,0.0,0.001773910767159525
R-Ariz,67,1.182902705602833e-05,0.008751266489949387
Thomas Massie,65,2.8620654079359465e-05,0.005484068502863563
Tom Cole,71,6.24900892984561e-05,0.008114290025667803
R-N.H.,23,1.658437770560166e-05,0.0022342384742728857
Planned Parenthood's,17,0.0,0.0017739107671595246
moon,18,0.0,0.0037898483923623476
Cory Gardner,104,3.314067620088375e-05,0.013249809937701484
Richard J. Durbin,176,6.0834044093671227e-05,0.020865506077239578
Amy Barrett,7,0.0,0.0009403286801297939
Grassley,159,7.478691656096669e-05,0.016652855715060037
Felix Diaz,8,0.0,9.205150044884624e-06
Victorville,6,0.0,9.172865110409629e-06
Felix,8,0.0,9.205150044884624e-06
Appleberry,8,0.0,9.205150044884624e-06
Riles,8,0.0,9.205150044884624e-06
Mullen,86,0.0011044067490847914,0.0025611435821555227
Leo,6,0.0,9.172865110409629e-06
Brian Todd,35,1.0411086720434488e-05,0.0005144395217572743
Miguel Marquez,19,0.0,0.0003609907704734884
Eric Kowalczyk,43,2.560332708198176e-05,0.0005474992507975502
Laquicha Harper,19,0.0,0.0003609907704734884
Hogan,113,0.00036654395487091497,0.0035785982789978735
William Pallozzi,19,0.0,0.0003609907704734884
Sulaiman Abdul-Aziz,19,0.0,0.0003609907704734884
Abdul-Aziz,19,0.0,0.0003609907704734884
Kowalczyk,50,0.00010247196735219967,0.001307266466584716
Cindy Oxendine,19,0.0,0.0003609907704734884
Oxendine,19,0.0,0.0003609907704734884
Donte Hickman,19,0.0,0.0003609907704734884
Farid,8,0.0,0.0009311236003278586
Ahmadinejad,25,3.947301367105407e-06,0.001438957545789227
Coursera,8,0.0,0.0009311236003278586
Charles Lister,29,2.5985728892884187e-05,0.0017098914179410516
Tajammu al-Aaza,23,0.0,0.0016916544545568244
Jamil al-Saleh,23,0.0,0.0016916544545568244
Saleh,36,0.0013007078698056276,0.0016986380731346497
Dmitry Peskov,44,5.923420148020761e-05,0.0020160548545577954
Sergei Ivanov,34,1.5945613855130898e-05,0.0018696395634561062
Daniela Deane,69,0.0009411612644226209,0.0023281436741105725
Carol Morello,177,0.000282974205749165,0.017485590929289842
Greg Miller,318,0.00036735608257656304,0.029062814168256377
Wenjian Liu,6,0.0,3.653820043619199e-05
Dante,6,0.0,3.653820043619199e-05
Patrick Lynch,6,0.0,3.653820043619199e-05
Magnant,18,0.0,0.0006320061252421618
Terry Magnant,16,0.0,0.0006297902356339014
Dan Anliker,16,0.0,0.0006297902356339014
John Ahlquist,16,0.0,0.0006297902356339014
Farther west,16,0.0,0.0006297902356339014
Ginny Bourgeois,16,0.0,0.0006297902356339014
Kwik Trip,16,0.0,0.0006297902356339014
Bourgeois,16,0.0,0.0006297902356339014
Judy Brey,16,0.0,0.0006297902356339014
Brey,18,0.0,0.0006320061252421618
Linda Zauner,16,0.0,0.0006297902356339014
Jenny,16,0.0,0.0006297902356339014
Fish,16,0.0,0.0006297902356339014
Donald J Trump,44,2.0635592583034854e-06,0.006599394473763858
John F Kennedy,65,4.496407012192642e-05,0.007702145866250137
Jimmy Kimmel,24,1.5981174715428799e-06,0.005323822384109255
Raymond Odierno,43,1.880832331972297e-05,0.004212319825709836
David Broder,10,0.0,0.001705503389425745
